crop,rainfall_mm,temperature_c,humidity_percent,soil_ph,fertilizer_kg_per_ha,yield_t_per_ha
sugarcane,337.3,18.1,56.1,5.45,158.3,32.373
rice,817.2,23.84,86.5,6.9,312.8,4.567
sugarcane,303.4,29.47,69.3,6.72,215.7,47.222
maize,747.0,28.85,56.6,6.52,204.6,5.834
rice,754.9,23.38,61.2,7.32,85.7,3.04
wheat,122.2,26.31,89.7,5.53,200.2,1.8
wheat,623.2,20.05,61.5,7.81,167.3,2.79
soybean,482.9,29.22,54.7,7.22,191.6,1.699
maize,410.3,24.53,54.7,6.44,95.2,4.901
maize,937.7,23.34,56.8,6.38,160.2,5.273
wheat,436.6,22.83,56.1,6.88,84.7,1.12
sugarcane,398.4,24.62,45.8,7.72,0.0,40.598
rice,618.9,22.31,48.1,6.58,229.9,4.183
sugarcane,771.4,28.95,52.6,6.62,29.8,44.79
sugarcane,564.6,22.63,73.9,6.51,158.6,35.243
wheat,891.6,34.56,59.3,7.93,176.6,1.467
wheat,732.7,33.79,61.9,6.2,176.1,1.648
wheat,55.4,19.65,84.1,6.48,127.4,1.228
soybean,467.6,25.42,84.4,7.67,171.7,2.329
sugarcane,459.5,21.1,60.8,6.62,187.7,49.263
maize,719.8,23.04,55.5,7.41,208.8,4.632
rice,0.0,37.01,52.0,5.77,288.7,2.331
soybean,1237.3,23.15,75.4,6.34,168.7,2.379
